CDL,1077,,
Legion Express,1078,,
Xpedigo,1079,,
LTIAN EXP,1080,,
TA-Q-BIN Taiwan,1081,,
JS EXPRESS,1082,,
Falcon Express,1083,,
Delivery Group,1084,,
Tecor,1085,,
Kintetsu World Express,1086,,
Livrapide,1087,,
Freightquote,1088,,
Home Logistics,1089,,
LTL,1090,,
Blink,1091,,
Groupe Mazet,1092,,
Mikropakket Belgium,1093,,
Indopaket,1094,,
CGS Express,1095,,
Gio Express,1096,,
Spectran,1097,,
FitzMark,1098,,
Viaxpress,1099,,
MBW Courier,1100,,
NOX Night Time Express,1101,,
Furdeco,1102,,
DNJ Express,1103,,
HSM Global,1104,,
Aeronet,1105,,
STONE3PL,1106,,
Brouwer Transport,1107,,
Mondial Relay Spain (Punto Pack),1108,,
Yamato Hong Kong,1109,,
HKD International Logistics,1110,,
AO,1111,,
Barq Express,1112,,
PCF,1113,,
GBS Broker,1114,,
Nationex,1115,,
Stallion Express,1116,,
Croshot,1117,,
Media Markt (Poland),1118,,
Media Markt (Germany),1119,,
MediaMarkt (Netherlands),1120,,
MediaMarkt (Spain),1121,,
MediaMarkt (Turkey),1122,,
MediaMarkt (Sweden),1123,,
PARCEL ONE,1124,,
Tazmanian Freight,1125,,
Ivoy,1126,,
Roadrunner,1127,,
Continental Global Service Limited,1128,,
Comet Tech,1129,,
Amstan Logistics,1130,,
Shipa Delivery,1131,,
Sonic Delivery,1132,,
Lufthansa Cargo,1133,,
Dhgate,1134,,
Jollychic,1135,,
Via Express,1136,,
Nox NachtExpress,1137,,
Europarcel,1138,,
C Way,1139,,
Best Buy,1140,,
Best Buy (Canada),1141,,
Best Buy (México),1142,,
Costco,1143,,
Funshop,1144,,
Yes24,1145,,
Ilogen,1146,,
Hanjin (한진택배),1147,,
Ilyang Logis,1148,,
Cupost,1149,,
GS Postbox,1150,,
Mailex,1151,,
GSMNton,1152,,
Pantos Logistics,1153,,
Latam Cargo,1154,,
Casas Bahia,1155,,
Magazine Luiza,1156,,
Netshoes,1157,,
Pontofrio,1158,,
HR Parcel,1159,,
Gearbest,1160,,
Banggood,1161,,
Chinabrands,1162,,
Geekbuying,1163,,
Tomtop,1164,,
Genuine People,1165,,
Fruugo,1166,,
Afrikrea,1167,,
eGlobal Central,1168,,
Flipkart,1169,,
Tokopedia,1170,,
Qoo10,1171,,
Coupang,1172,,
Myntra,1173,,
Snapdeal,1174,,
DNS-Shop,1175,,
LightInTheBox,1176,,
Catch,1177,,
Goods,1178,,
Vova,1179,,
Kupivip,1180,,
Fasttech,1181,,
Lelong,1182,,
JoyBuy,1183,,
Sunsky,1184,,
MyDeal,1185,,
Pandao,1186,,
TVC Mall,1187,,
Zibbet,1188,,
Zalora,1189,,
Focalprice,1190,,
Cesdeals,1191,,
Hipvan,1192,,
Yandex Market,1193,,
Avito,1194,,
Wildberries,1195,,
Ozon,1196,,
Citilink,1197,,
Eldorado,1198,,
G2A,1199,,
Lamoda,1200,,
Depop,1201,,
Bigl,1202,,
Dba,1203,,
Tradera,1204,,
Vinted (Kleiderkreisel),1205,,
Kijiji,1206,,
DealExtreme,1207,,
Conforama,1208,,
Eprice,1209,,
Rue du Commerce,1210,,
Vestiaire Collective,1211,,
Aukro,1212,,
Home24,1213,,
Galeries Lafayette,1214,,
Lookfantastic,1215,,
Spartoo,1216,,
Wehkamp,1217,,
Game,1218,,
Vatera,1219,,
Notonthehighstreet,1220,,
Yatego,1221,,
Nature & Découvertes,1222,,
Morele,1223,,
OnBuy,1224,,
eBid,1225,,
Fyndiq,1226,,
La Redoute,1227,,
ManoMano,1228,,
FFX,1229,,
Folksy,1230,,
Trendsales,1231,,
1st Choice Spares,1232,,
Yumbles,1233,,
Aosom,1234,,
Coolshop,1235,,
Target,1236,,
Newegg,1237,,
Overstock,1238,,
Zappos,1239,,
Sears,1240,,
Kohl's,1241,,
Brooklinen,1242,,
BHLDN,1243,,
Cuyana,1244,,
Wayfair,1245,,
Everlane,1246,,
